Temperature[C],Humidity[%],Pressure[hPa],CO(V),Fire Alarm
20.337,52.57,938.982,0.208,1
20.34,51.63,938.991,0.594,1
20.344,50.82,938.988,0.28,1
20.347,50.14,938.987,0.473,1
20.35,49.63,938.978,0.861,1
20.353,49.21,938.979,0.77,1
20.356,48.84,938.979,0.263,1
20.359,48.59,938.973,0.545,1
20.362,48.36,938.971,0.236,1
20.365,48.17,938.976,0.972,1
20.368,47.99,938.976,0.564,1
20.371,47.86,938.982,0.132,1
20.374,47.76,938.989,0.015,1
20.377,47.66,938.988,0.297,1
20.38,47.61,938.989,0.293,1
20.383,47.55,938.987,0.662,1
20.385,47.38,938.986,0.193,1
20.388,47.29,938.983,0.945,1
20.391,47.26,938.994,0.936,1
20.394,47.25,938.991,0.023,1
20.397,47.18,938.982,0.448,1
20.4,47.14,938.988,0.593,1
20.403,47.11,938.976,0.408,1
20.406,47.05,938.982,0.651,1
20.408,47.01,938.987,0.852,1
20.411,46.93,938.993,0.997,1
20.414,46.89,938.982,0.142,1
20.417,46.87,938.97,0.506,1
20.42,46.85,938.976,0.207,1
20.423,46.84,938.979,0.036,1
20.425,47.55,938.981,0.208,1
20.428,48.41,938.975,0.735,1
20.431,49.13,938.974,0.374,1
20.434,49.83,938.974,0.827,1
20.436,50.34,938.973,0.634,1
20.439,50.79,938.982,0.352,1
20.442,51.11,938.983,0.065,1
20.445,51.39,938.98,0.45,1
20.447,51.63,938.966,0.059,1
20.45,51.82,938.966,0.286,1
20.453,52.01,938.963,0.917,1
20.455,52.16,938.956,0.875,1
20.458,52.29,938.964,0.603,1
20.461,52.41,938.966,0.393,1
20.463,52.54,938.964,0.535,1
20.466,52.58,938.976,0.001,1
20.469,52.66,938.974,0.715,1
20.471,52.72,938.975,0.528,1
20.474,52.8,938.971,0.307,1
20.477,52.87,938.972,0.713,1
20.479,52.92,938.979,0.614,1
20.482,53.0,938.977,0.369,1
20.484,53.04,938.976,0.983,1
20.487,53.12,938.97,0.601,1
20.489,53.13,938.973,0.785,1
20.492,53.22,938.982,0.645,1
20.495,53.28,938.985,0.06,1
20.497,53.32,938.983,0.58,1
20.5,53.33,938.989,0.783,1
20.502,53.4,938.982,0.679,1
20.505,52.62,938.982,0.271,1
20.507,51.71,938.976,0.595,1
20.51,50.87,938.979,0.173,1
20.512,50.15,938.972,0.919,1
20.515,49.6,938.976,0.373,1
20.517,49.19,938.976,0.41,1
20.519,48.85,938.969,0.481,1
20.522,48.57,938.96,0.628,1
20.524,48.33,938.966,0.813,1
20.527,48.18,938.978,0.523,1
20.529,48.03,938.981,0.119,1
20.532,47.92,938.989,0.626,1
20.534,47.78,938.984,0.84,1
20.536,47.7,938.981,0.06,1
20.539,47.61,938.99,0.388,1
20.541,47.5,938.993,0.9,1
20.543,47.5,938.993,0.69,1
20.546,47.38,938.989,0.011,1
20.548,47.31,938.972,0.241,1
20.55,47.25,938.972,0.518,1
20.553,47.19,938.956,0.806,1
20.555,47.12,938.962,0.779,1
20.557,47.08,938.967,0.54,1
20.56,47.0,938.968,0.821,1
20.562,46.97,938.963,0.979,1
20.564,46.96,938.961,0.091,1
20.566,46.92,938.964,0.448,1
20.569,46.88,938.969,0.873,1
20.571,46.83,938.972,0.246,1
20.573,46.85,938.977,0.203,1
20.575,47.54,938.988,0.611,1
20.577,48.42,938.99,0.351,1
20.58,49.18,938.994,0.987,1
20.582,49.85,938.983,0.518,1
20.584,50.36,938.968,0.426,1
20.586,50.76,938.959,0.273,1
20.588,51.13,938.961,0.788,1
20.591,51.4,938.958,0.669,1
20.593,51.7,938.953,0.804,1
20.595,51.89,938.963,0.255,1
20.597,52.09,938.958,0.017,1
20.599,52.21,938.963,0.05,1
20.601,52.36,938.965,0.441,1
20.603,52.43,938.966,0.909,1
20.605,52.55,938.959,0.953,1
20.607,52.63,938.953,0.784,1
20.609,52.72,938.958,0.792,1
20.612,52.82,938.961,0.896,1
20.614,52.84,938.966,0.434,1
20.616,52.95,938.961,0.354,1
20.618,52.99,938.967,0.371,1
20.62,53.02,938.972,0.709,1
20.622,53.06,938.974,0.776,1
20.624,53.13,938.971,0.603,1
20.626,53.18,938.965,0.623,1
20.628,53.2,938.965,0.387,1
20.63,53.27,938.967,0.102,1
20.632,53.3,938.962,0.886,1
20.634,53.39,938.962,0.333,1
20.636,53.35,938.956,0.73,1
20.637,52.65,938.953,0.831,1
20.639,51.68,938.954,0.815,1
20.641,50.85,938.958,0.01,1
20.643,50.22,938.959,0.199,1
20.645,49.64,938.948,0.788,1
20.647,49.21,938.95,0.988,1
20.649,48.86,938.952,0.404,1
20.651,48.56,938.954,0.744,1
20.653,48.35,938.945,0.44,1
20.654,48.16,938.948,0.067,1
20.656,47.99,938.946,0.855,1
20.658,47.9,938.946,0.859,1
20.66,47.77,938.939,0.722,1
20.662,47.69,938.948,0.306,1
20.664,47.63,938.954,0.289,1
20.665,47.5,938.958,0.581,1
20.667,47.43,938.964,0.841,1
20.669,47.38,938.963,0.34,1
20.671,47.33,938.953,0.534,1
20.673,47.25,938.958,0.012,1
20.674,47.22,938.961,0.358,1
20.676,47.17,938.956,0.007,1
20.678,47.06,938.969,0.426,1
20.68,47.07,938.979,0.55,1
20.681,47.0,938.98,0.341,1
20.683,46.95,938.972,0.461,1
20.685,46.96,938.973,0.205,1
20.686,46.88,938.967,0.412,1
20.688,46.86,938.967,0.624,1
20.69,46.87,938.964,0.895,1
20.691,47.6,938.955,0.845,1
20.693,48.45,938.947,0.101,1
20.695,49.24,938.943,0.75,1
20.696,49.87,938.956,0.866,1
20.698,50.38,938.957,0.392,1
20.7,50.76,938.963,0.786,1
20.701,51.15,938.956,0.23,1
20.703,51.43,938.959,0.579,1
20.704,51.7,938.967,0.073,1
20.706,51.88,938.972,0.072,1
20.708,52.05,938.959,0.874,1
20.709,52.21,938.962,0.546,1
20.711,52.27,938.955,0.891,1
20.712,52.43,938.952,0.671,1
20.714,52.53,938.942,0.91,1
20.715,52.62,938.938,0.89,1
20.717,52.69,938.934,0.268,1
20.718,52.79,938.937,0.539,1
20.72,52.85,938.942,0.582,1
20.721,52.91,938.931,0.5,1
20.723,52.97,938.93,0.679,1
20.724,53.05,938.932,0.506,1
20.726,53.1,938.938,0.392,1
20.727,53.13,938.941,0.225,1
20.729,53.19,938.937,0.646,1
20.73,53.23,938.929,0.676,1
20.732,53.27,938.924,0.34,1
20.733,53.34,938.929,0.115,1
20.734,53.37,938.932,0.812,1
20.736,53.41,938.935,0.976,1
20.737,52.66,938.936,0.398,1
20.739,51.74,938.949,0.109,1
20.74,50.92,938.945,0.178,1
20.741,50.25,938.938,0.99,1
20.743,49.74,938.931,0.201,1
20.744,49.26,938.927,0.121,1
20.745,48.91,938.934,0.97,1
20.747,48.68,938.944,0.459,1
20.748,48.46,938.938,0.554,1
20.749,48.23,938.937,0.295,1
20.751,48.07,938.949,0.102,1
20.752,47.93,938.941,0.913,1
20.753,47.83,938.941,0.804,1
20.755,47.71,938.949,0.066,1
20.756,47.61,938.944,0.355,1
20.757,47.53,938.939,0.688,1
20.758,47.45,938.942,0.774,1
20.76,47.38,938.942,0.874,1
20.761,47.33,938.943,0.402,1
20.762,47.29,938.932,0.78,1
20.763,47.22,938.943,0.956,1
20.765,47.18,938.938,0.51,1
20.766,47.12,938.944,0.993,1
20.767,47.09,938.939,0.686,1
20.768,47.01,938.948,0.527,1
20.769,46.98,938.943,0.739,1
20.77,46.94,938.944,0.375,1
20.772,46.91,938.936,0.582,1
20.773,46.88,938.937,0.994,1
20.774,46.88,938.937,0.103,1
20.775,47.6,938.94,0.024,1
20.776,48.41,938.939,0.662,1
20.777,49.21,938.925,0.464,1
20.778,49.88,938.934,0.825,1
20.78,50.37,938.92,0.484,1
20.781,50.77,938.921,0.57,1
20.782,51.13,938.927,0.275,1
20.783,51.39,938.931,0.102,1
20.784,51.67,938.934,0.894,1
20.785,51.86,938.94,0.373,1
20.786,52.03,938.944,0.876,1
20.787,52.16,938.942,0.215,1
20.788,52.31,938.933,0.765,1
20.789,52.43,938.922,0.79,1
20.79,52.52,938.918,0.876,1
20.791,52.61,938.921,0.783,1
20.792,52.71,938.923,0.436,1
20.793,52.77,938.914,0.37,1
20.794,52.84,938.922,0.65,1
20.795,52.9,938.924,0.738,1
20.796,53.01,938.927,0.899,1
20.797,53.04,938.922,0.111,1
20.798,53.09,938.924,0.309,1
20.799,53.18,938.912,0.251,1
20.8,53.19,938.913,0.056,1
20.801,53.24,938.913,0.304,1
20.802,53.26,938.91,0.08,1
20.803,53.29,938.904,0.757,1
20.803,53.33,938.894,0.598,1
20.804,53.35,938.898,0.638,1
20.805,52.59,938.893,0.543,1
20.806,51.66,938.899,0.49,1
20.807,50.79,938.898,0.194,1
20.808,50.16,938.909,0.791,1
20.809,49.56,938.914,0.799,1
20.809,49.21,938.916,0.403,1
20.81,48.85,938.914,0.48,1
20.811,48.57,938.909,0.883,1
20.812,48.34,938.904,0.272,1
20.813,48.15,938.915,0.047,1
20.814,47.98,938.912,0.966,1
20.814,47.83,938.913,0.94,1
20.815,47.72,938.924,0.671,1
20.816,47.59,938.931,0.901,1
20.817,47.53,938.937,0.99,1
20.817,47.4,938.924,0.627,1
20.818,47.38,938.917,0.369,1
20.819,47.33,938.921,0.751,1
20.82,47.24,938.915,0.746,1
20.82,47.23,938.911,0.322,1
20.821,47.16,938.917,0.927,1
20.822,47.12,938.913,0.603,1
20.822,47.06,938.908,0.594,1
20.823,47.0,938.911,0.474,1
20.824,46.94,938.906,0.479,1
20.824,46.94,938.913,0.409,1
20.825,46.87,938.901,0.552,1
20.826,46.85,938.904,0.471,1
20.826,46.8,938.899,0.397,1
20.827,46.79,938.911,0.361,1
20.828,47.52,938.897,0.507,1
20.828,48.42,938.903,0.86,1
20.829,49.2,938.901,0.137,1
20.829,49.81,938.902,0.63,1
20.83,50.31,938.908,0.975,1
20.831,50.72,938.901,0.965,1
20.831,51.06,938.898,0.102,1
20.832,51.37,938.893,0.006,1
20.832,51.58,938.896,0.428,1
20.833,51.8,938.91,0.924,1
20.833,52.01,938.908,0.255,1
20.834,52.16,938.914,0.379,1
20.835,52.26,938.901,0.122,1
20.835,52.36,938.901,0.519,1
20.836,52.45,938.907,0.849,1
20.836,52.57,938.9,0.222,1
20.837,52.67,938.892,0.116,1
20.837,52.7,938.9,0.206,1
20.838,52.79,938.895,0.252,1
20.838,52.86,938.899,0.686,1
20.838,52.96,938.906,0.703,1
20.839,52.98,938.915,0.934,1
20.839,53.03,938.925,0.851,1
20.84,53.13,938.919,0.424,1
20.84,53.13,938.919,0.997,1
20.841,53.18,938.922,0.222,1
20.841,53.24,938.924,0.716,1
20.842,53.28,938.932,0.711,1
20.842,53.31,938.926,0.281,1
20.842,53.36,938.908,0.858,1
20.843,52.62,938.899,0.46,1
20.843,51.69,938.902,0.779,1
20.843,50.81,938.908,0.301,1
20.844,50.2,938.903,0.787,1
20.844,49.57,938.911,0.327,1
20.844,49.18,938.91,0.655,1
20.845,48.82,938.912,0.65,1
20.845,48.59,938.91,0.287,1
20.845,48.39,938.901,0.843,1
20.846,48.17,938.906,0.599,1
20.846,48.04,938.913,0.15,1
20.846,47.89,938.915,0.22,1
20.847,47.78,938.917,0.498,1
20.847,47.69,938.912,0.044,1
20.847,47.58,938.912,0.72,1
20.847,47.5,938.912,0.103,1
20.848,47.43,938.909,0.749,1
20.848,47.36,938.904,0.259,1
20.848,47.3,938.909,0.028,1
20.848,47.23,938.903,0.481,1
20.849,47.18,938.897,0.098,1
20.849,47.13,938.891,0.146,1
20.849,47.06,938.894,0.279,1
20.849,47.0,938.902,0.946,1
20.849,46.97,938.902,0.645,1
20.85,46.94,938.901,0.597,1
20.85,46.91,938.901,0.579,1
20.85,46.92,938.895,0.652,1
20.85,46.87,938.889,0.076,1
20.85,46.9,938.895,0.266,1
20.85,47.59,938.893,0.376,1
20.851,48.46,938.88,0.787,1
20.851,49.2,938.886,0.201,1
20.851,49.87,938.887,0.774,1
20.851,50.42,938.898,0.55,1
20.851,50.81,938.902,0.296,1
20.851,51.18,938.909,0.095,1
20.851,51.44,938.915,0.992,1
20.851,51.67,938.918,0.081,1
20.851,51.91,938.913,0.696,1
20.851,52.05,938.914,0.817,1
20.851,52.22,938.903,0.718,1
20.852,52.32,938.904,0.348,1
20.852,52.45,938.902,0.658,1
20.852,52.53,938.9,0.946,1
20.852,52.61,938.909,0.519,1
20.852,52.69,938.911,0.286,1
20.852,52.75,938.906,0.223,1
20.852,52.84,938.908,0.107,1
20.852,52.9,938.896,0.889,1
20.852,52.96,938.899,0.972,1
20.852,53.03,938.902,0.279,1
20.852,53.09,938.904,0.516,1
20.852,53.14,938.907,0.631,1
20.852,53.19,938.912,0.088,1
20.851,53.2,938.913,0.297,1
20.851,53.28,938.92,0.172,1
20.851,53.33,938.916,0.488,1
20.851,53.35,938.906,0.241,1
20.851,53.39,938.905,0.985,1
20.851,52.62,938.91,0.273,1
20.851,51.7,938.914,0.826,1
20.851,50.85,938.911,0.429,1
20.851,50.17,938.913,0.759,1
20.851,49.69,938.921,0.172,1
20.851,49.2,938.926,0.807,1
20.85,48.85,938.917,0.841,1
20.85,48.59,938.907,0.49,1
20.85,48.35,938.901,0.454,1
20.85,48.12,938.897,0.073,1
20.85,47.97,938.9,0.968,1
20.85,47.88,938.91,0.763,1
20.849,47.7,938.914,0.085,1
20.849,47.69,938.916,0.319,1
20.849,47.61,938.917,0.457,1
20.849,47.5,938.914,0.48,1
20.849,47.42,938.913,0.581,1
20.848,47.36,938.91,0.263,1
20.848,47.31,938.915,0.47,1
20.848,47.25,938.913,0.895,1
20.848,47.17,938.917,0.571,1
20.847,47.15,938.909,0.341,1
20.847,47.07,938.917,0.252,1
20.847,47.05,938.924,0.295,1
20.847,47.0,938.917,0.056,1
20.846,46.96,938.913,0.057,1
20.846,46.92,938.917,0.776,1
20.846,46.9,938.916,0.793,1
20.845,46.83,938.913,0.819,1
20.845,46.86,938.91,0.48,1
20.845,47.61,938.918,0.192,1
20.844,48.46,938.92,0.765,1
20.844,49.16,938.928,0.355,1
20.844,49.81,938.921,0.777,1
20.843,50.32,938.934,0.396,1
20.843,50.76,938.916,0.478,1
20.843,51.08,938.913,0.91,1
20.842,51.37,938.916,0.897,1
20.842,51.64,938.917,0.062,1
20.842,51.84,938.914,0.604,1
20.841,52.01,938.911,0.718,1
20.841,52.15,938.898,0.056,1
20.84,52.3,938.908,0.7,1
20.84,52.38,938.902,0.928,1
20.839,52.52,938.899,0.597,1
20.839,52.6,938.897,0.308,1
20.839,52.66,938.9,0.869,1
20.838,52.75,938.905,0.121,1
20.838,52.85,938.894,0.807,1
20.837,52.86,938.911,0.188,1
20.837,52.94,938.9,0.326,1
20.836,53.03,938.911,0.193,1
20.836,53.07,938.908,0.306,1
20.835,53.1,938.908,0.223,1
20.835,53.17,938.91,0.13,1
20.834,53.19,938.914,0.743,1
20.834,53.25,938.915,0.584,1
20.833,53.29,938.911,0.256,1
20.833,53.33,938.913,0.217,1
20.832,53.32,938.902,0.131,1
20.832,52.62,938.914,0.122,1
20.831,51.66,938.918,0.413,1
20.831,50.84,938.927,0.546,1
20.83,50.16,938.923,0.342,1
20.829,49.63,938.927,0.156,1
20.829,49.17,938.93,0.096,1
20.828,48.83,938.923,0.096,1
20.828,48.57,938.932,0.56,1
20.827,48.37,938.922,0.898,1
20.826,48.12,938.924,0.584,1
20.826,48.02,938.929,0.579,1
20.825,47.89,938.926,0.394,1
20.825,47.79,938.93,0.672,1
20.824,47.62,938.931,0.924,1
20.823,47.61,938.933,0.861,1
20.823,47.52,938.931,0.41,1
20.822,47.43,938.933,0.125,1
20.821,47.33,938.93,0.537,1
20.821,47.29,938.92,0.944,1
20.82,47.22,938.917,0.771,1
20.819,47.18,938.918,0.661,1
20.819,47.11,938.908,0.149,1
20.818,47.1,938.911,0.956,1
20.817,47.0,938.913,0.746,1
20.816,46.98,938.908,0.306,1
20.816,46.97,938.912,0.171,1
20.815,46.92,938.905,0.428,1
20.814,46.91,938.917,0.666,1
20.813,46.9,938.927,0.752,1
20.813,46.86,938.932,0.632,1
20.812,47.52,938.922,0.36,1
20.811,48.46,938.903,0.596,1
20.81,49.24,938.907,0.701,1
20.81,49.91,938.903,0.716,1
20.809,50.41,938.907,0.302,1
20.808,50.82,938.922,0.036,1
20.807,51.14,938.914,0.291,1
20.806,51.43,938.912,0.823,1
20.806,51.72,938.909,0.016,1
20.805,51.87,938.907,0.977,1
20.804,52.05,938.914,0.265,1
20.803,52.2,938.917,0.533,1
20.802,52.35,938.908,0.068,1
20.801,52.44,938.9,0.244,1
20.8,52.54,938.904,0.165,1
20.8,52.67,938.905,0.206,1
20.799,52.7,938.912,0.512,1
20.798,52.84,938.902,0.279,1
20.797,52.83,938.897,0.057,1
20.796,52.95,938.902,0.266,1
20.795,52.97,938.902,0.556,1
20.794,53.03,938.894,0.943,1
20.793,53.1,938.896,0.489,1
20.792,53.15,938.896,0.935,1
20.791,53.19,938.892,0.386,1
20.791,53.23,938.906,0.986,1
20.79,53.31,938.905,0.089,1
20.789,53.33,938.909,0.221,1
20.788,53.37,938.914,0.889,1
20.787,53.39,938.916,0.267,1
20.786,52.65,938.916,0.101,1
20.785,51.7,938.908,0.317,1
20.784,50.89,938.901,0.291,1
20.783,50.21,938.901,0.738,1
20.782,49.67,938.909,0.955,1
20.781,49.24,938.899,0.93,1
20.78,48.86,938.906,0.275,1
20.779,48.63,938.899,0.649,1
20.778,48.36,938.902,0.775,1
20.777,48.24,938.912,0.812,1
20.776,48.03,938.911,0.188,1
20.775,47.89,938.921,0.697,1
20.773,47.77,938.923,0.739,1
20.772,47.68,938.915,0.803,1
20.771,47.53,938.916,0.316,1
20.77,47.48,938.908,0.842,1
20.769,47.39,938.901,0.884,1
20.768,47.35,938.903,0.968,1
20.767,47.22,938.906,0.439,1
20.766,47.17,938.902,0.329,1
20.765,47.1,938.904,0.437,1
20.764,47.12,938.908,0.426,1
20.762,47.05,938.91,0.855,1
20.761,47.04,938.914,0.732,1
20.76,46.93,938.916,0.267,1
20.759,46.9,938.92,0.014,1
20.758,46.89,938.916,0.026,1
20.757,46.84,938.907,0.959,1
20.756,46.81,938.908,0.8,1
20.754,46.79,938.905,0.676,1
20.753,47.53,938.898,0.162,1
20.752,48.37,938.895,0.912,1
20.751,49.15,938.89,0.649,1
20.75,49.79,938.892,0.968,1
20.748,50.28,938.908,0.001,1
20.747,50.68,938.908,0.423,1
20.746,51.05,938.913,0.723,1
20.745,51.35,938.905,0.3,1
20.744,51.57,938.905,0.919,1
20.742,51.75,938.922,0.393,1
20.741,51.96,938.913,0.838,1
20.74,52.12,938.925,0.725,1
20.738,52.26,938.938,0.398,1
20.737,52.38,938.919,0.525,1
20.736,52.46,938.915,0.471,1
20.735,52.54,938.925,0.161,1
20.733,52.64,938.922,0.36,1
20.732,52.74,938.919,0.141,1
20.731,52.81,938.912,0.646,1
20.729,52.84,938.916,0.601,1
20.728,52.93,938.917,0.417,1
20.727,52.95,938.918,0.878,1
20.725,53.04,938.913,0.133,1
20.724,53.06,938.91,0.697,1
20.723,53.14,938.908,0.861,1
20.721,53.17,938.907,0.604,1
20.72,53.22,938.911,0.528,1
20.719,53.29,938.915,0.099,1
20.717,53.28,938.913,0.802,1
20.716,53.37,938.915,0.095,1
20.715,52.61,938.916,0.737,1
20.713,51.64,938.913,0.987,1
20.712,50.81,938.91,0.038,1
20.71,50.14,938.905,0.543,1
20.709,49.58,938.91,0.553,1
20.708,49.19,938.906,0.786,1
20.706,48.84,938.901,0.5,1
20.705,48.57,938.907,0.548,1
20.703,48.37,938.915,0.234,1
20.702,48.17,938.913,0.808,1
20.7,48.04,938.912,0.194,1
20.699,47.92,938.911,0.374,1
20.697,47.77,938.91,0.324,1
20.696,47.67,938.917,0.198,1
20.694,47.59,938.903,0.777,1
20.693,47.48,938.895,0.824,1
20.692,47.38,938.9,0.819,1
20.69,47.28,938.904,0.29,1
20.689,47.28,938.89,0.56,1
20.687,47.2,938.888,0.168,1
20.685,47.14,938.882,0.668,1
20.684,47.12,938.889,0.577,1
20.682,47.1,938.88,0.825,1
20.681,47.0,938.884,0.231,1
20.679,46.94,938.889,0.633,1
20.678,46.91,938.881,0.899,1
20.676,46.89,938.885,0.725,1
20.675,46.85,938.876,0.39,1
20.673,46.79,938.883,0.606,1
20.672,46.79,938.875,0.278,1
20.67,47.5,938.878,0.207,1
20.668,48.42,938.878,0.656,1
20.667,49.11,938.877,0.659,1
20.665,49.78,938.88,0.292,1
20.664,50.33,938.888,0.34,1
20.662,50.71,938.897,0.794,1
20.66,51.07,938.891,0.552,1
20.659,51.36,938.891,0.593,1
20.657,51.58,938.889,0.181,1
20.655,51.77,938.892,0.215,1
20.654,51.96,938.877,0.941,1
20.652,52.12,938.874,0.267,1
20.65,52.27,938.875,0.703,1
20.649,52.37,938.886,0.979,1
20.647,52.49,938.891,0.854,1
20.645,52.56,938.888,0.91,1
20.644,52.63,938.889,0.631,1
20.642,52.69,938.896,0.937,1
20.64,52.8,938.885,0.93,1
20.639,52.85,938.886,0.967,1
20.637,52.94,938.875,0.943,1
20.635,52.97,938.875,0.601,1
20.634,53.01,938.879,0.025,1
20.632,53.1,938.877,0.782,1
20.63,53.14,938.888,0.753,1
20.628,53.19,938.883,0.676,1
20.627,53.23,938.875,0.416,1
20.625,53.26,938.878,0.903,1
20.623,53.32,938.87,0.632,1
20.621,53.37,938.884,0.6,1
20.62,52.59,938.871,0.839,1
20.618,51.64,938.874,0.883,1
20.616,50.81,938.878,0.051,1
20.614,50.14,938.878,0.462,1
20.612,49.62,938.873,0.593,1
20.611,49.18,938.868,0.836,1
20.609,48.82,938.877,0.497,1
20.607,48.59,938.876,0.934,1
20.605,48.32,938.876,0.494,1
20.603,48.13,938.881,0.319,1
20.601,47.98,938.883,0.722,1
20.6,47.88,938.881,0.648,1
20.598,47.77,938.877,0.189,1
20.596,47.64,938.883,0.38,1
20.594,47.5,938.878,0.149,1
20.592,47.5,938.879,0.402,1
20.59,47.42,938.878,0.081,1
20.588,47.34,938.876,0.785,1
20.587,47.28,938.873,0.544,1
20.585,47.21,938.873,0.806,1
20.583,47.12,938.875,0.461,1
20.581,47.11,938.876,0.584,1
20.579,47.11,938.879,0.083,1
20.577,47.02,938.877,0.078,1
20.575,46.96,938.885,0.775,1
20.573,46.91,938.89,0.359,1
20.571,46.92,938.885,0.705,1
20.569,46.86,938.889,0.641,1
20.567,46.81,938.896,0.869,1
20.565,46.83,938.891,0.167,1
20.564,47.58,938.892,0.924,1
20.562,48.39,938.886,0.156,1
20.56,49.17,938.89,0.659,1
20.558,49.81,938.896,0.905,1
20.556,50.34,938.895,0.659,1
20.554,50.72,938.895,0.577,1
20.552,51.11,938.892,0.16,1
20.55,51.41,938.896,0.674,1
20.548,51.66,938.901,0.996,1
20.546,51.87,938.89,0.589,1
20.544,52.01,938.89,0.98,1
20.542,52.2,938.889,0.23,1
20.54,52.33,938.892,0.014,1
20.538,52.44,938.89,0.908,1
20.535,52.53,938.895,0.859,1
20.533,52.64,938.894,0.226,1
20.531,52.7,938.893,0.191,1
20.529,52.81,938.892,0.468,1
20.527,52.89,938.9,0.374,1
20.525,52.9,938.903,0.487,1
20.523,52.99,938.91,0.585,1
20.521,52.99,938.901,0.296,1
20.519,53.06,938.893,0.002,1
20.517,53.12,938.898,0.927,1
20.515,53.16,938.903,0.239,1
20.513,53.2,938.904,0.238,1
20.511,53.2,938.9,0.14,1
20.508,53.27,938.907,0.623,1
20.506,53.3,938.892,0.633,1
20.504,53.34,938.896,0.07,1
20.502,52.54,938.907,0.108,1
20.5,51.63,938.909,0.309,1
20.498,50.76,938.91,0.443,1
20.496,50.07,938.908,0.28,1
20.493,49.54,938.913,0.99,1
20.491,49.13,938.929,0.224,1
20.489,48.75,938.935,0.002,1
20.487,48.51,938.931,0.222,1
20.485,48.23,938.916,0.405,1
20.482,48.06,938.923,0.596,1
20.48,47.87,938.917,0.069,1
20.478,47.8,938.91,0.224,1
20.476,47.73,938.898,0.183,1
20.474,47.63,938.907,0.5,1
20.471,47.48,938.902,0.136,1
20.469,47.39,938.905,0.058,1
20.467,47.34,938.909,0.445,1
20.465,47.31,938.915,0.776,1
20.463,47.21,938.92,0.852,1
20.46,47.18,938.91,0.09,1
20.458,47.11,938.914,0.017,1
20.456,47.08,938.923,0.618,1
20.453,47.0,938.93,0.93,1
20.451,46.98,938.922,0.944,1
20.449,46.94,938.923,0.983,1
20.447,46.91,938.919,0.403,1
20.444,46.91,938.915,0.456,1
20.442,46.86,938.916,0.757,1
20.44,46.82,938.923,0.23,1
20.437,46.76,938.911,0.301,1
20.435,47.55,938.916,0.352,1
20.433,48.37,938.918,0.065,1
20.431,49.11,938.909,0.439,1
20.428,49.81,938.919,0.392,1
20.426,50.3,938.936,0.478,1
20.424,50.71,938.931,0.033,1
20.421,51.05,938.928,0.872,1
20.419,51.33,938.922,0.145,1
20.416,51.57,938.912,0.334,1
20.414,51.78,938.911,0.078,1
20.412,51.98,938.915,0.636,1
20.409,52.15,938.915,0.499,1
20.407,52.26,938.903,0.275,1
20.405,52.38,938.905,0.523,1
20.402,52.5,938.902,0.628,1
20.4,52.52,938.898,0.37,1
20.397,52.67,938.896,0.636,1
20.395,52.67,938.886,0.056,1
20.393,52.86,938.889,0.021,1
20.39,52.89,938.898,0.113,1
20.388,52.96,938.888,0.248,1
20.385,52.99,938.889,0.745,1
20.383,53.08,938.89,0.43,1
20.38,53.11,938.882,0.03,1
20.378,53.17,938.889,0.248,1
20.376,53.18,938.878,0.743,1
20.373,53.23,938.878,0.741,1
20.371,53.28,938.886,0.924,1
20.368,53.31,938.897,0.885,1
20.366,53.34,938.903,0.564,1
20.363,52.59,938.9,0.794,1
20.361,51.64,938.899,0.547,1
20.358,50.83,938.887,0.546,1
20.356,50.14,938.884,0.081,1
20.353,49.6,938.895,0.245,1
20.351,49.18,938.891,0.091,1
20.348,48.81,938.894,0.4,1
20.346,48.55,938.9,0.157,1
20.343,48.32,938.899,0.906,1
20.341,48.15,938.889,0.397,1
20.338,47.98,938.896,0.858,1
20.336,47.86,938.894,0.448,1
20.333,47.71,938.894,0.254,1
20.33,47.65,938.895,0.914,1
20.328,47.49,938.897,0.142,1
20.325,47.43,938.894,0.365,1
20.323,47.37,938.901,0.335,1
20.32,47.28,938.899,0.916,1
20.318,47.23,938.897,0.581,1
20.315,47.17,938.889,0.63,1
20.312,47.11,938.886,0.575,1
20.31,47.08,938.891,0.753,1
20.307,47.05,938.884,0.788,1
20.305,47.02,938.882,0.346,1
20.302,46.95,938.877,0.684,1
20.299,46.93,938.865,0.074,1
20.297,46.84,938.879,0.926,1
20.294,46.82,938.879,0.31,1
20.291,46.78,938.887,0.745,1
20.289,46.75,938.889,0.27,1
20.286,47.53,938.893,0.397,1
20.284,48.35,938.905,0.599,1
20.281,49.08,938.904,0.112,1
20.278,49.78,938.908,0.624,1
20.276,50.32,938.915,0.758,1
20.273,50.69,938.908,0.531,1
20.27,51.05,938.899,0.89,1
20.268,51.34,938.904,0.794,1
20.265,51.55,938.899,0.793,1
20.262,51.81,938.909,0.383,1
20.259,51.97,938.909,0.89,1
20.257,52.1,938.917,0.408,1
20.254,52.29,938.919,0.069,1
20.251,52.38,938.916,0.632,1
20.249,52.5,938.907,0.273,1
20.246,52.55,938.9,0.906,1
20.243,52.65,938.912,0.858,1
20.24,52.72,938.892,0.229,1
20.238,52.76,938.895,0.959,1
20.235,52.85,938.897,0.435,1
20.232,52.85,938.898,0.226,1
20.229,52.93,938.892,0.64,1
20.227,53.0,938.898,0.468,1
20.224,53.05,938.91,0.514,1
20.221,53.1,938.907,0.734,1
